symptom_text,label
"Rough, scaly patches and raised bumps on pepper leaf blades",Pepper__bell___Bacterial_spot
"Could be no visible signs. generally healthy-looking leaves,",Tomato_healthy
"We noticed leaf blades without damage. shiny, silky green could be serious",Pepper__bell___healthy
Appears as tiny insects and webbing under leaves. needs urgent care,Tomato_Spider_mites_Two_spotted_spider_mite
Harsh scaly patches and raised bumps on pepper leaves. worth treating soon,Pepper__bell___Bacterial_spot
Generally healthy-looking foliage no visible signs.,Tomato_healthy
Definitely coarse scaly patches and raised bumps on pepper foliage worth treating soon,Pepper__bell___Bacterial_spot
Foliage turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Little insects and webbing under leaves. worth treating soon,Tomato_Spider_mites_Two_spotted_spider_mite
Looks like irregular brown patches and decay. could be serious,Tomato__Target_Spot
Seems to have foliage turning yellow and twisting needs urgent care,Tomato__Tomato_YellowLeaf__Curl_Virus
With concentric rings. small dark spots,Tomato_Early_blight
We noticed brown circular lesions with faint yellow halo.,Tomato_Bacterial_spot
Small dark spots with yellow halos on potato foliage,Potato___Early_blight
"Seems to have especially at night. wilting leaves, getting worse",Tomato_Late_blight
Small dark patches with concentric rings. worth treating soon,Tomato_Early_blight
Could be irregular brown patches and decay. could be serious,Tomato__Target_Spot
Harsh scaly patches and raised bumps on pepper foliage,Pepper__bell___Bacterial_spot
Leaf patches starting near sides expanding inward.,Tomato_Septoria_leaf_spot
Small dark spots with yellow halos on potato leaves. getting worse,Potato___Early_blight
With yellowish halo. brown circular lesions,Tomato_Bacterial_spot
"Quickly spread on potato leaves. soft, watery dots that likely spreading fast",Potato___Late_blight
Tiny insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
We noticed foliage turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Seems to have generally healthy-looking leaf blades no visible signs. needs urgent care,Tomato_healthy
Seems to have raised bumps on pepper foliage coarse scaly patches and worth treating soon,Pepper__bell___Bacterial_spot
Plant shows patches on young leaves. light green or mottled,Tomato__Tomato_mosaic_virus
Irregular brown patches and decay.,Tomato__Target_Spot
Generally healthy-looking leaf blades no visible signs.,Tomato_healthy
Plant shows brown circular lesions with yellowish halo. likely spreading fast,Tomato_Bacterial_spot
Small dark patches with concentric rings. likely spreading fast,Tomato_Early_blight
Leaf marks starting near sides expanding inward. worth treating soon,Tomato_Septoria_leaf_spot
Coarse scaly patches and raised bumps on pepper leaf blades worth treating soon,Pepper__bell___Bacterial_spot
"Quickly spread on potato leaves. soft, watery spots that needs urgent care",Potato___Late_blight
"Shiny, smooth green leaves without damage.",Pepper__bell___healthy
Harsh scaly patches and raised bumps on pepper leaves.,Pepper__bell___Bacterial_spot
Coarse scaly patches and raised bumps on pepper foliage,Pepper__bell___Bacterial_spot
No visible signs. generally healthy-looking foliage,Tomato_healthy
"Leaves without damage. shiny, smooth green needs urgent care",Pepper__bell___healthy
"Farmer says wilting leaves, especially at night. likely spreading fast",Tomato_Late_blight
Light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
"Seems to have shiny, smooth green leaf blades without damage. getting worse",Pepper__bell___healthy
"Rough, scaly patches and raised bumps on pepper leaves.",Pepper__bell___Bacterial_spot
Seems to have leaves turning yellow and twisting could be serious,Tomato__Tomato_YellowLeaf__Curl_Virus
"Seems to have leaves without damage. shiny, smooth green",Pepper__bell___healthy
Seems to have foliage turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
"Soft, watery marks that quickly spread on potato leaves.",Potato___Late_blight
Farmer says powdery chalky layer covering leaves. worth treating soon,Tomato_Leaf_Mold
Could be light green or mottled patches on young leaf blades worth treating soon,Tomato__Tomato_mosaic_virus
Probably small dark spots with yellow halos on potato leaves. likely spreading fast,Potato___Early_blight
"Probably especially at night. wilting leaves,",Tomato_Late_blight
Light green or mottled patches on young leaf blades likely spreading fast,Tomato__Tomato_mosaic_virus
Minute insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
"We noticed soft, watery spots that quickly spread on potato leaves.",Potato___Late_blight
"Definitely leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Seems to have powdery whitish layer covering foliage could be serious,Tomato_Leaf_Mold
Potato leaf blades have no signs of infection. likely spreading fast,Potato___healthy
"Rough, scaly patches and raised bumps on pepper leaves.",Pepper__bell___Bacterial_spot
"Leaf marks starting near edges, expanding inward. needs urgent care",Tomato_Septoria_leaf_spot
Quickly spread on potato leaf blades delicate watery dots that likely spreading fast,Potato___Late_blight
Yellow and shriveling leaves turning,Tomato__Tomato_YellowLeaf__Curl_Virus
"We noticed generally healthy-looking leaves, no visible signs.",Tomato_healthy
Small dark spots with pale yellow halos on potato leaf blades could be serious,Potato___Early_blight
Clearly patches and decay. irregular dark brown getting worse,Tomato__Target_Spot
Irregular dark brown patches and decay. likely spreading fast,Tomato__Target_Spot
Small dark patches with yellow halos on potato foliage,Potato___Early_blight
Light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
Seems to have faint yellow halos on potato leaves. small dark spots with worth treating soon,Potato___Early_blight
"Could be soft, watery spots that quickly spread on potato leaves. worth treating soon",Potato___Late_blight
"We noticed no visible signs. generally healthy-looking leaves, could be serious",Tomato_healthy
Appears as small dark patches with concentric rings.,Tomato_Early_blight
Small dark spots with concentric rings.,Tomato_Early_blight
Plant shows potato leaves have no signs of infection.,Potato___healthy
Probably tiny insects and webbing under leaf blades,Tomato_Spider_mites_Two_spotted_spider_mite
Brown circular lesions with yellow halo.,Tomato_Bacterial_spot
"Wilting leaves, especially at night. getting worse",Tomato_Late_blight
Leaf spots starting near margins expanding inward.,Tomato_Septoria_leaf_spot
Small dark patches with faint yellow halos on potato leaves.,Potato___Early_blight
Yellow halos on potato leaves. small dark spots with,Potato___Early_blight
Minute insects and webbing under leaf blades likely spreading fast,Tomato_Spider_mites_Two_spotted_spider_mite
"Shiny, smooth green leaf blades without damage. likely spreading fast",Pepper__bell___healthy
Near margins expanding inward. leaf spots starting,Tomato_Septoria_leaf_spot
Small dark spots with concentric rings.,Tomato_Early_blight
"Wilting leaves, especially at night. could be serious",Tomato_Late_blight
"Appears as rough, scaly patches and raised bumps on pepper leaves. could be serious",Pepper__bell___Bacterial_spot
Layer covering leaves. powdery white likely spreading fast,Tomato_Leaf_Mold
Irregular brown patches and decay.,Tomato__Target_Spot
Leaves turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
"Rough, scaly patches and raised bumps on pepper leaves. worth treating soon",Pepper__bell___Bacterial_spot
Looks like pale yellow halos on potato leaves. small dark marks with needs urgent care,Potato___Early_blight
Could be potato leaves have no signs of infection.,Potato___healthy
"Appears as soft, watery dots that quickly spread on potato leaves. could be serious",Potato___Late_blight
No signs of infection. potato leaves have worth treating soon,Potato___healthy
Definitely powdery whitish layer covering leaves. needs urgent care,Tomato_Leaf_Mold
Seems to have small dark spots with concentric rings. needs urgent care,Tomato_Early_blight
Wilting leaf blades especially at night.,Tomato_Late_blight
Patches and decay. irregular brown getting worse,Tomato__Target_Spot
"Appears as leaves without damage. shiny, glossy green",Pepper__bell___healthy
Powdery white layer covering leaf blades worth treating soon,Tomato_Leaf_Mold
Light green or mottled patches on young leaves. needs urgent care,Tomato__Tomato_mosaic_virus
Leaves turning pale yellow and shriveling needs urgent care,Tomato__Tomato_YellowLeaf__Curl_Virus
Looks like generally healthy-looking leaf blades no visible signs. worth treating soon,Tomato_healthy
Could be raised bumps on pepper leaves. coarse scaly patches and needs urgent care,Pepper__bell___Bacterial_spot
Definitely patches and decay. irregular brown,Tomato__Target_Spot
Small dark spots with yellow halos on potato leaves. worth treating soon,Potato___Early_blight
No visible signs. generally healthy-looking foliage,Tomato_healthy
Brown circular lesions with pale yellow halo. needs urgent care,Tomato_Bacterial_spot
Potato leaves have no signs of infection.,Potato___healthy
"Leaf patches starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Clearly potato foliage have no signs of infection.,Potato___healthy
With concentric rings. small dark spots,Tomato_Early_blight
We noticed potato leaves have no signs of infection.,Potato___healthy
"No visible signs. generally healthy-looking leaves,",Tomato_healthy
Could be small dark patches with yellow halos on potato leaves. worth treating soon,Potato___Early_blight
"Clearly shiny, smooth green leaf blades without damage.",Pepper__bell___healthy
Probably yellowish halos on potato foliage small dark spots with could be serious,Potato___Early_blight
"Generally healthy-looking leaves, no visible signs.",Tomato_healthy
"Leaf spots starting near edges, expanding inward. likely spreading fast",Tomato_Septoria_leaf_spot
"Leaves without damage. shiny, glossy green",Pepper__bell___healthy
"Wilting leaves, especially at night.",Tomato_Late_blight
Plant shows irregular brown patches and decay. getting worse,Tomato__Target_Spot
Plant shows layer covering leaf blades powdery white likely spreading fast,Tomato_Leaf_Mold
Probably layer covering foliage powdery whitish,Tomato_Leaf_Mold
Coarse scaly patches and raised bumps on pepper foliage,Pepper__bell___Bacterial_spot
Probably powdery whitish layer covering leaves.,Tomato_Leaf_Mold
Coarse scaly patches and raised bumps on pepper leaf blades worth treating soon,Pepper__bell___Bacterial_spot
Could be light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
We noticed light green or mottled patches on young leaf blades,Tomato__Tomato_mosaic_virus
"Could be wilting leaves, especially at night.",Tomato_Late_blight
"Plant shows wilting leaves, especially at night. could be serious",Tomato_Late_blight
Small dark marks with concentric rings.,Tomato_Early_blight
Yellow halos on potato leaf blades small dark marks with could be serious,Potato___Early_blight
Probably irregular dark brown patches and decay. could be serious,Tomato__Target_Spot
Generally healthy-looking leaf blades no visible signs. could be serious,Tomato_healthy
"Clearly shiny, smooth green leaves without damage. could be serious",Pepper__bell___healthy
Small dark spots with yellow halos on potato leaves.,Potato___Early_blight
Raised bumps on pepper leaves. coarse scaly patches and needs urgent care,Pepper__bell___Bacterial_spot
"Shiny, smooth green leaves without damage. getting worse",Pepper__bell___healthy
Tiny insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
Looks like especially at night. wilting leaf blades getting worse,Tomato_Late_blight
Small dark spots with concentric rings.,Tomato_Early_blight
Probably powdery chalky layer covering leaves. could be serious,Tomato_Leaf_Mold
"Looks like leaves without damage. shiny, smooth green",Pepper__bell___healthy
"We noticed rough, scaly patches and raised bumps on pepper leaves. could be serious",Pepper__bell___Bacterial_spot
Probably no signs of infection. potato leaves have,Potato___healthy
Generally healthy-looking leaf blades no visible signs.,Tomato_healthy
Potato leaves have no signs of infection. likely spreading fast,Potato___healthy
"We noticed shiny, smooth green foliage without damage.",Pepper__bell___healthy
"Probably near edges, expanding inward. leaf spots starting needs urgent care",Tomato_Septoria_leaf_spot
"Plant shows soft, watery patches that quickly spread on potato leaf blades",Potato___Late_blight
Minute insects and webbing under foliage,Tomato_Spider_mites_Two_spotted_spider_mite
Small dark spots with faint yellow halos on potato leaves. could be serious,Potato___Early_blight
Generally healthy-looking leaf blades no visible signs. needs urgent care,Tomato_healthy
"Leaf marks starting near edges, expanding inward. worth treating soon",Tomato_Septoria_leaf_spot
We noticed leaf spots starting near margins expanding inward. needs urgent care,Tomato_Septoria_leaf_spot
Farmer says harsh scaly patches and raised bumps on pepper leaves. likely spreading fast,Pepper__bell___Bacterial_spot
Probably small dark marks with faint yellow halos on potato leaf blades needs urgent care,Potato___Early_blight
Leaf blades turning yellowish and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
"Looks like leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Clearly leaves turning yellow and twisting worth treating soon,Tomato__Tomato_YellowLeaf__Curl_Virus
"We noticed shiny, smooth green leaf blades without damage.",Pepper__bell___healthy
We noticed powdery white layer covering leaves.,Tomato_Leaf_Mold
Farmer says near margins expanding inward. leaf marks starting,Tomato_Septoria_leaf_spot
Appears as webbing under leaves. tiny insects and worth treating soon,Tomato_Spider_mites_Two_spotted_spider_mite
Tiny insects and webbing under leaves. could be serious,Tomato_Spider_mites_Two_spotted_spider_mite
Generally healthy-looking foliage no visible signs. likely spreading fast,Tomato_healthy
Appears as coarse scaly patches and raised bumps on pepper leaves. could be serious,Pepper__bell___Bacterial_spot
Small insects and webbing under leaf blades needs urgent care,Tomato_Spider_mites_Two_spotted_spider_mite
Definitely raised bumps on pepper foliage coarse scaly patches and likely spreading fast,Pepper__bell___Bacterial_spot
"Definitely quickly spread on potato leaves. soft, watery spots that getting worse",Potato___Late_blight
Foliage turning faint yellow and curling. likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
"Shiny, smooth green leaves without damage. likely spreading fast",Pepper__bell___healthy
No signs of infection. potato leaf blades have likely spreading fast,Potato___healthy
With pale yellow halo. tan circular lesions,Tomato_Bacterial_spot
Farmer says quickly spread on potato leaves. mushy watery spots that,Potato___Late_blight
With pale yellow halo. brown circular lesions,Tomato_Bacterial_spot
Powdery chalky layer covering leaf blades getting worse,Tomato_Leaf_Mold
Definitely light green or mottled patches on young leaves. worth treating soon,Tomato__Tomato_mosaic_virus
"Raised bumps on pepper leaf blades rough, scaly patches and",Pepper__bell___Bacterial_spot
Looks like generally healthy-looking foliage no visible signs. needs urgent care,Tomato_healthy
Foliage turning faint yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Definitely faint yellow and curling. leaves turning,Tomato__Tomato_YellowLeaf__Curl_Virus
Appears as light green or mottled patches on young leaf blades,Tomato__Tomato_mosaic_virus
"Wilting leaves, especially at night. worth treating soon",Tomato_Late_blight
Potato leaves have no signs of infection.,Potato___healthy
"Wilting leaves, especially at night. getting worse",Tomato_Late_blight
Potato leaves have no signs of infection. worth treating soon,Potato___healthy
"Could be wilting leaves, especially at night. likely spreading fast",Tomato_Late_blight
We noticed leaf blades turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Powdery chalky layer covering foliage could be serious,Tomato_Leaf_Mold
Probably small dark spots with concentric rings.,Tomato_Early_blight
Layer covering leaves. powdery white could be serious,Tomato_Leaf_Mold
Brown circular lesions with faint yellow halo. needs urgent care,Tomato_Bacterial_spot
Seems to have yellow and curling. foliage turning likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
"Especially at night. wilting leaves, worth treating soon",Tomato_Late_blight
Appears as small dark marks with concentric rings. getting worse,Tomato_Early_blight
Wilting foliage especially at night.,Tomato_Late_blight
Farmer says brown circular lesions with yellow halo. needs urgent care,Tomato_Bacterial_spot
Powdery white layer covering leaves.,Tomato_Leaf_Mold
"Wilting leaves, especially at night. worth treating soon",Tomato_Late_blight
Seems to have patches on young leaves. light green or mottled,Tomato__Tomato_mosaic_virus
"Clearly soft, watery spots that quickly spread on potato foliage",Potato___Late_blight
Irregular brown patches and decay. getting worse,Tomato__Target_Spot
Layer covering leaves. powdery white,Tomato_Leaf_Mold
"Leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Appears as webbing under leaves. tiny insects and,Tomato_Spider_mites_Two_spotted_spider_mite
"Probably generally healthy-looking leaves, no visible signs.",Tomato_healthy
Harsh scaly patches and raised bumps on pepper leaves.,Pepper__bell___Bacterial_spot
Generally healthy-looking leaf blades no visible signs.,Tomato_healthy
"Quickly spread on potato leaves. soft, watery spots that",Potato___Late_blight
Patches and decay. irregular dark brown worth treating soon,Tomato__Target_Spot
Plant shows leaves turning faint yellow and twisting,Tomato__Tomato_YellowLeaf__Curl_Virus
Probably powdery whitish layer covering leaves. getting worse,Tomato_Leaf_Mold
Harsh scaly patches and raised bumps on pepper leaf blades,Pepper__bell___Bacterial_spot
Farmer says minute insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
Could be no signs of infection. potato leaves have,Potato___healthy
Light green or mottled patches on young leaves. likely spreading fast,Tomato__Tomato_mosaic_virus
Small dark spots with yellow halos on potato leaf blades likely spreading fast,Potato___Early_blight
"Definitely soft, watery dots that quickly spread on potato leaves.",Potato___Late_blight
Irregular brown patches and decay.,Tomato__Target_Spot
Light green or mottled patches on young leaves. worth treating soon,Tomato__Tomato_mosaic_virus
Irregular dark brown patches and decay.,Tomato__Target_Spot
Clearly leaves turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Could be small dark dots with concentric rings. needs urgent care,Tomato_Early_blight
Potato leaves have no signs of infection.,Potato___healthy
"Shiny, smooth green leaves without damage.",Pepper__bell___healthy
Probably generally healthy-looking leaf blades no visible signs. worth treating soon,Tomato_healthy
"Appears as leaf dots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Looks like tan circular lesions with yellow halo. getting worse,Tomato_Bacterial_spot
Probably raised bumps on pepper leaves. harsh scaly patches and,Pepper__bell___Bacterial_spot
Light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
Powdery whitish layer covering leaf blades,Tomato_Leaf_Mold
Could be irregular brown patches and decay. worth treating soon,Tomato__Target_Spot
We noticed coarse scaly patches and raised bumps on pepper leaves.,Pepper__bell___Bacterial_spot
Probably powdery whitish layer covering foliage could be serious,Tomato_Leaf_Mold
"Probably generally healthy-looking leaves, no visible signs. needs urgent care",Tomato_healthy
Brown circular lesions with faint yellow halo. needs urgent care,Tomato_Bacterial_spot
No signs of infection. potato foliage have,Potato___healthy
Looks like leaves turning yellowish and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Brown circular lesions with yellow halo.,Tomato_Bacterial_spot
Appears as with yellow halo. brown circular lesions needs urgent care,Tomato_Bacterial_spot
"Could be soft, watery spots that quickly spread on potato leaves. getting worse",Potato___Late_blight
Probably powdery white layer covering leaves.,Tomato_Leaf_Mold
Looks like irregular brown patches and decay.,Tomato__Target_Spot
Appears as potato leaf blades have no signs of infection.,Potato___healthy
Looks like tiny insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
Light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
Dark brown circular lesions with yellowish halo. worth treating soon,Tomato_Bacterial_spot
Tiny insects and webbing under leaves. needs urgent care,Tomato_Spider_mites_Two_spotted_spider_mite
Leaf spots starting near sides expanding inward.,Tomato_Septoria_leaf_spot
"Leaves without damage. shiny, smooth green needs urgent care",Pepper__bell___healthy
Small dark patches with concentric rings. could be serious,Tomato_Early_blight
No signs of infection. potato leaf blades have,Potato___healthy
Farmer says coarse scaly patches and raised bumps on pepper leaves. worth treating soon,Pepper__bell___Bacterial_spot
Looks like irregular brown patches and decay. likely spreading fast,Tomato__Target_Spot
"Definitely shiny, smooth green leaf blades without damage.",Pepper__bell___healthy
Looks like powdery white layer covering foliage worth treating soon,Tomato_Leaf_Mold
"Farmer says near edges, expanding inward. leaf spots starting",Tomato_Septoria_leaf_spot
Definitely small dark spots with concentric rings.,Tomato_Early_blight
Brown circular lesions with faint yellow halo. could be serious,Tomato_Bacterial_spot
Probably generally healthy-looking leaf blades no visible signs. likely spreading fast,Tomato_healthy
Plant shows leaves turning yellow and curling. needs urgent care,Tomato__Tomato_YellowLeaf__Curl_Virus
No signs of infection. potato leaf blades have,Potato___healthy
Yellow halos on potato leaves. small dark spots with,Potato___Early_blight
Yellow and shriveling leaf blades turning,Tomato__Tomato_YellowLeaf__Curl_Virus
"Shiny, smooth green leaves without damage.",Pepper__bell___healthy
"We noticed rough, scaly patches and raised bumps on pepper leaves.",Pepper__bell___Bacterial_spot
Patches on young leaves. light green or mottled,Tomato__Tomato_mosaic_virus
Irregular brown patches and decay. worth treating soon,Tomato__Target_Spot
Looks like leaf blades turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Definitely potato leaves have no signs of infection. getting worse,Potato___healthy
Probably light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
Appears as potato leaves have no signs of infection.,Potato___healthy
Definitely leaf patches starting near margins expanding inward. getting worse,Tomato_Septoria_leaf_spot
Seems to have irregular brown patches and decay. worth treating soon,Tomato__Target_Spot
Seems to have small dark spots with concentric rings. getting worse,Tomato_Early_blight
Appears as layer covering leaves. powdery white,Tomato_Leaf_Mold
Patches on young leaves. light green or mottled could be serious,Tomato__Tomato_mosaic_virus
Small dark spots with concentric rings.,Tomato_Early_blight
Light green or mottled patches on young foliage needs urgent care,Tomato__Tomato_mosaic_virus
Farmer says yellow halos on potato leaf blades small dark spots with worth treating soon,Potato___Early_blight
"Clearly leaves without damage. shiny, smooth green likely spreading fast",Pepper__bell___healthy
Definitely delicate watery spots that quickly spread on potato foliage,Potato___Late_blight
Small dark dots with yellow halos on potato leaves. needs urgent care,Potato___Early_blight
Faint yellow and curling. leaves turning likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
"No visible signs. generally healthy-looking leaves, worth treating soon",Tomato_healthy
"Generally healthy-looking leaves, no visible signs. getting worse",Tomato_healthy
"Quickly spread on potato leaves. soft, watery spots that",Potato___Late_blight
"Plant shows wilting leaves, especially at night. getting worse",Tomato_Late_blight
Looks like generally healthy-looking leaf blades no visible signs. could be serious,Tomato_healthy
Layer covering leaves. powdery white,Tomato_Leaf_Mold
Plant shows light green or mottled patches on young leaves. could be serious,Tomato__Tomato_mosaic_virus
Probably no signs of infection. potato leaves have worth treating soon,Potato___healthy
Seems to have generally healthy-looking leaf blades no visible signs.,Tomato_healthy
Small dark marks with concentric rings.,Tomato_Early_blight
"Rough, scaly patches and raised bumps on pepper foliage",Pepper__bell___Bacterial_spot
Dark brown circular lesions with faint yellow halo. likely spreading fast,Tomato_Bacterial_spot
Small dark patches with concentric rings.,Tomato_Early_blight
Plant shows potato leaves have no signs of infection.,Potato___healthy
Definitely potato leaves have no signs of infection.,Potato___healthy
With yellow halo. brown circular lesions needs urgent care,Tomato_Bacterial_spot
Leaf spots starting near sides expanding inward.,Tomato_Septoria_leaf_spot
Clearly generally healthy-looking foliage no visible signs. worth treating soon,Tomato_healthy
With concentric rings. small dark dots,Tomato_Early_blight
"Especially at night. wilting leaves,",Tomato_Late_blight
Brown circular lesions with yellow halo.,Tomato_Bacterial_spot
Small dark dots with concentric rings. could be serious,Tomato_Early_blight
Leaf spots starting near sides expanding inward.,Tomato_Septoria_leaf_spot
We noticed irregular brown patches and decay. likely spreading fast,Tomato__Target_Spot
Definitely with concentric rings. small dark spots,Tomato_Early_blight
Plant shows small dark spots with concentric rings. worth treating soon,Tomato_Early_blight
We noticed webbing under leaves. tiny insects and,Tomato_Spider_mites_Two_spotted_spider_mite
Pale yellow halos on potato foliage small dark spots with,Potato___Early_blight
Leaves turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Delicate watery spots that quickly spread on potato foliage,Potato___Late_blight
Webbing under foliage small insects and getting worse,Tomato_Spider_mites_Two_spotted_spider_mite
Farmer says irregular brown patches and decay. worth treating soon,Tomato__Target_Spot
Plant shows leaves turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Farmer says small dark marks with yellow halos on potato leaf blades getting worse,Potato___Early_blight
"Leaves without damage. shiny, glossy green",Pepper__bell___healthy
Delicate watery spots that quickly spread on potato leaves. worth treating soon,Potato___Late_blight
Plant shows powdery white layer covering leaves. getting worse,Tomato_Leaf_Mold
Appears as tiny insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
"Plant shows especially at night. wilting leaves,",Tomato_Late_blight
Definitely with yellow halo. tan circular lesions,Tomato_Bacterial_spot
We noticed dark brown circular lesions with yellow halo.,Tomato_Bacterial_spot
Webbing under leaves. minute insects and,Tomato_Spider_mites_Two_spotted_spider_mite
"Looks like wilting leaves, especially at night.",Tomato_Late_blight
"We noticed no visible signs. generally healthy-looking leaves,",Tomato_healthy
We noticed small dark patches with concentric rings. getting worse,Tomato_Early_blight
Small dark dots with concentric rings. needs urgent care,Tomato_Early_blight
"Appears as especially at night. wilting leaves,",Tomato_Late_blight
Probably light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
Definitely powdery whitish layer covering leaves.,Tomato_Leaf_Mold
Appears as irregular brown patches and decay. likely spreading fast,Tomato__Target_Spot
Definitely irregular dark brown patches and decay. needs urgent care,Tomato__Target_Spot
"Clearly generally healthy-looking leaves, no visible signs.",Tomato_healthy
"Leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
"Definitely no visible signs. generally healthy-looking leaves, likely spreading fast",Tomato_healthy
Patches and decay. irregular dark brown,Tomato__Target_Spot
"Seems to have near edges, expanding inward. leaf spots starting",Tomato_Septoria_leaf_spot
"Leaves without damage. shiny, silky green",Pepper__bell___healthy
Small dark spots with concentric rings.,Tomato_Early_blight
"Shiny, smooth green leaves without damage. could be serious",Pepper__bell___healthy
Seems to have leaf blades turning yellow and curling. getting worse,Tomato__Tomato_YellowLeaf__Curl_Virus
"Could be shiny, silky green leaves without damage. needs urgent care",Pepper__bell___healthy
"Rough, scaly patches and raised bumps on pepper leaves. could be serious",Pepper__bell___Bacterial_spot
Small dark dots with yellowish halos on potato leaf blades likely spreading fast,Potato___Early_blight
Plant shows patches and decay. irregular dark brown,Tomato__Target_Spot
Seems to have generally healthy-looking foliage no visible signs. worth treating soon,Tomato_healthy
Could be light green or mottled patches on young leaf blades,Tomato__Tomato_mosaic_virus
"Appears as leaf marks starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Potato foliage have no signs of infection. needs urgent care,Potato___healthy
"Wilting leaves, especially at night.",Tomato_Late_blight
With yellow halo. dark brown circular lesions worth treating soon,Tomato_Bacterial_spot
Definitely small dark spots with yellow halos on potato leaves.,Potato___Early_blight
"We noticed shiny, glossy green foliage without damage. worth treating soon",Pepper__bell___healthy
Harsh scaly patches and raised bumps on pepper leaves. needs urgent care,Pepper__bell___Bacterial_spot
"Farmer says soft, watery patches that quickly spread on potato leaves. getting worse",Potato___Late_blight
Foliage turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Irregular brown patches and decay. likely spreading fast,Tomato__Target_Spot
Probably light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
"Shiny, glossy green leaf blades without damage. likely spreading fast",Pepper__bell___healthy
"We noticed generally healthy-looking leaves, no visible signs.",Tomato_healthy
"Plant shows wilting leaves, especially at night.",Tomato_Late_blight
Irregular brown patches and decay.,Tomato__Target_Spot
"Quickly spread on potato leaves. soft, watery spots that could be serious",Potato___Late_blight
Little insects and webbing under leaves. likely spreading fast,Tomato_Spider_mites_Two_spotted_spider_mite
Farmer says wilting foliage especially at night.,Tomato_Late_blight
Yellow halos on potato leaves. small dark spots with needs urgent care,Potato___Early_blight
"Generally healthy-looking leaves, no visible signs. likely spreading fast",Tomato_healthy
Could be yellow halos on potato foliage small dark marks with worth treating soon,Potato___Early_blight
Powdery whitish layer covering leaves. needs urgent care,Tomato_Leaf_Mold
Powdery white layer covering leaf blades likely spreading fast,Tomato_Leaf_Mold
Leaves turning yellow and curling. likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
Tiny insects and webbing under leaves. likely spreading fast,Tomato_Spider_mites_Two_spotted_spider_mite
"Leaf blades without damage. shiny, smooth green likely spreading fast",Pepper__bell___healthy
"Seems to have shiny, smooth green leaves without damage. getting worse",Pepper__bell___healthy
Light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
"Leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Light green or mottled patches on young leaves. getting worse,Tomato__Tomato_mosaic_virus
Appears as delicate watery spots that quickly spread on potato leaves.,Potato___Late_blight
"Appears as wilting leaves, especially at night. getting worse",Tomato_Late_blight
Small dark patches with concentric rings. likely spreading fast,Tomato_Early_blight
Plant shows little insects and webbing under leaf blades,Tomato_Spider_mites_Two_spotted_spider_mite
"Appears as shiny, glossy green leaves without damage. needs urgent care",Pepper__bell___healthy
"Rough, scaly patches and raised bumps on pepper leaves. worth treating soon",Pepper__bell___Bacterial_spot
We noticed powdery chalky layer covering leaf blades worth treating soon,Tomato_Leaf_Mold
